Date,Population,Area,Type
12/31/2010,19399956,New York,State
12/31/2011,19499921,New York,State
12/31/2012,19574362,New York,State
12/31/2013,19626488,New York,State
12/31/2014,19653431,New York,State
12/31/2015,19657321,New York,State
12/31/2016,19636391,New York,State
12/31/2017,19593849,New York,State
12/31/2018,19544098,New York,State
12/31/2019,19463131,New York,State
12/31/2020,20108296,New York,State
12/31/2021,19857492,New York,State
12/31/2022,19677151,New York,State
12/31/2000,8081614,North Carolina,State
12/31/2001,8210122,North Carolina,State
12/31/2002,8326201,North Carolina,State
12/31/2003,8422501,North Carolina,State
12/31/2004,8553152,North Carolina,State
12/31/2005,8705407,North Carolina,State
12/31/2006,8917270,North Carolina,State
12/31/2007,9118037,North Carolina,State
12/31/2008,9309449,North Carolina,State
12/31/2009,9449566,North Carolina,State
12/31/2010,9574586,North Carolina,State
12/31/2011,9658913,North Carolina,State
12/31/2012,9751810,North Carolina,State
12/31/2013,9846717,North Carolina,State
12/31/2014,9937295,North Carolina,State
12/31/2015,10037218,North Carolina,State
12/31/2016,10161802,North Carolina,State
12/31/2017,10275758,North Carolina,State
12/31/2018,10391358,North Carolina,State
12/31/2019,10501384,North Carolina,State
12/31/2020,10449445,North Carolina,State
12/31/2021,10565885,North Carolina,State
12/31/2022,10698973,North Carolina,State
12/31/2000,642023,North Dakota,State
12/31/2001,639062,North Dakota,State
12/31/2002,638168,North Dakota,State
12/31/2003,638817,North Dakota,State
12/31/2004,644705,North Dakota,State
12/31/2005,646089,North Dakota,State
12/31/2006,649422,North Dakota,State
12/31/2007,652822,North Dakota,State
12/31/2008,657569,North Dakota,State
12/31/2009,664968,North Dakota,State
12/31/2010,674752,North Dakota,State
12/31/2011,685526,North Dakota,State
12/31/2012,702227,North Dakota,State
12/31/2013,723149,North Dakota,State
12/31/2014,738736,North Dakota,State
12/31/2015,755537,North Dakota,State
12/31/2016,756114,North Dakota,State
12/31/2017,756755,North Dakota,State
12/31/2018,760062,North Dakota,State
12/31/2019,763724,North Dakota,State
12/31/2020,779518,North Dakota,State
12/31/2021,777934,North Dakota,State
12/31/2022,779261,North Dakota,State
12/31/2000,11363543,Ohio,State
12/31/2001,11387404,Ohio,State
12/31/2002,11407889,Ohio,State
12/31/2003,11434788,Ohio,State
12/31/2004,11452251,Ohio,State
12/31/2005,11463320,Ohio,State
12/31/2006,11481213,Ohio,State
12/31/2007,11500468,Ohio,State
12/31/2008,11515391,Ohio,State
12/31/2009,11528896,Ohio,State
12/31/2010,11539449,Ohio,State
12/31/2011,11545735,Ohio,State
12/31/2012,11550971,Ohio,State
12/31/2013,11579692,Ohio,State
12/31/2014,11606573,Ohio,State
12/31/2015,11622315,Ohio,State
12/31/2016,11640060,Ohio,State
12/31/2017,11665706,Ohio,State
12/31/2018,11680892,Ohio,State
12/31/2019,11696507,Ohio,State
12/31/2020,11797517,Ohio,State
12/31/2021,11764342,Ohio,State
12/31/2022,11756058,Ohio,State
12/31/2000,3454365,Oklahoma,State
12/31/2001,3467100,Oklahoma,State
12/31/2002,3489080,Oklahoma,State
12/31/2003,3504892,Oklahoma,State
12/31/2004,3525233,Oklahoma,State
12/31/2005,3548597,Oklahoma,State
12/31/2006,3594090,Oklahoma,State
12/31/2007,3634349,Oklahoma,State
12/31/2008,3668976,Oklahoma,State
12/31/2009,3717572,Oklahoma,State
12/31/2010,3760014,Oklahoma,State
12/31/2011,3788824,Oklahoma,State
12/31/2012,3819320,Oklahoma,State
12/31/2013,3853891,Oklahoma,State
12/31/2014,3879187,Oklahoma,State
12/31/2015,3910518,Oklahoma,State
12/31/2016,3928143,Oklahoma,State
12/31/2017,3933602,Oklahoma,State
12/31/2018,3943488,Oklahoma,State
12/31/2019,3960676,Oklahoma,State
12/31/2020,3964912,Oklahoma,State
12/31/2021,3991225,Oklahoma,State
12/31/2022,4019800,Oklahoma,State
12/31/2000,3429708,Oregon,State
12/31/2001,3467937,Oregon,State
12/31/2002,3513424,Oregon,State
12/31/2003,3547376,Oregon,State
12/31/2004,3569463,Oregon,State
12/31/2005,3613202,Oregon,State
12/31/2006,3670883,Oregon,State
12/31/2007,3722417,Oregon,State
12/31/2008,3768748,Oregon,State
12/31/2009,3808600,Oregon,State
12/31/2010,3837614,Oregon,State
12/31/2011,3872672,Oregon,State
12/31/2012,3900102,Oregon,State
12/31/2013,3924110,Oregon,State
12/31/2014,3965447,Oregon,State
12/31/2015,4018542,Oregon,State
12/31/2016,4093271,Oregon,State
12/31/2017,4147294,Oregon,State
12/31/2018,4183538,Oregon,State
12/31/2019,4216116,Oregon,State
12/31/2020,4244795,Oregon,State
12/31/2021,4256301,Oregon,State
12/31/2022,4240137,Oregon,State
12/31/2000,12284173,Pennsylvania,State
12/31/2001,12298970,Pennsylvania,State
12/31/2002,12331031,Pennsylvania,State
12/31/2003,12374658,Pennsylvania,State
12/31/2004,12410722,Pennsylvania,State
12/31/2005,12449990,Pennsylvania,State
12/31/2006,12510809,Pennsylvania,State
12/31/2007,12563937,Pennsylvania,State
12/31/2008,12612285,Pennsylvania,State
12/31/2009,12666858,Pennsylvania,State
12/31/2010,12711406,Pennsylvania,State
12/31/2011,12747052,Pennsylvania,State
12/31/2012,12769123,Pennsylvania,State
12/31/2013,12779538,Pennsylvania,State
12/31/2014,12792392,Pennsylvania,State
12/31/2015,12789838,Pennsylvania,State
12/31/2016,12788468,Pennsylvania,State
12/31/2017,12794679,Pennsylvania,State
12/31/2018,12809107,Pennsylvania,State
12/31/2019,12798883,Pennsylvania,State
12/31/2020,12994440,Pennsylvania,State
12/31/2021,13012059,Pennsylvania,State
12/31/2022,12972008,Pennsylvania,State
12/31/2000,1050268,Rhode Island,State
12/31/2001,1057142,Rhode Island,State
12/31/2002,1065995,Rhode Island,State
12/31/2003,1071342,Rhode Island,State
12/31/2004,1074579,Rhode Island,State
12/31/2005,1067916,Rhode Island,State
12/31/2006,1063096,Rhode Island,State
12/31/2007,1057315,Rhode Island,State
12/31/2008,1055003,Rhode Island,State
12/31/2009,1053646,Rhode Island,State
12/31/2010,1053994,Rhode Island,State
12/31/2011,1053829,Rhode Island,State
12/31/2012,1054893,Rhode Island,State
12/31/2013,1055560,Rhode Island,State
12/31/2014,1056511,Rhode Island,State
12/31/2015,1056886,Rhode Island,State
12/31/2016,1057816,Rhode Island,State
12/31/2017,1056554,Rhode Island,State
12/31/2018,1059338,Rhode Island,State
12/31/2019,1058158,Rhode Island,State
12/31/2020,1096345,Rhode Island,State
12/31/2021,1096985,Rhode Island,State
12/31/2022,1093734,Rhode Island,State
12/31/2000,4024223,South Carolina,State
12/31/2001,4064995,South Carolina,State
12/31/2002,4107795,South Carolina,State
12/31/2003,4150297,South Carolina,State
12/31/2004,4210921,South Carolina,State
12/31/2005,4270150,South Carolina,State
12/31/2006,4357847,South Carolina,State
12/31/2007,4444110,South Carolina,State
12/31/2008,4528996,South Carolina,State
12/31/2009,4589872,South Carolina,State
12/31/2010,4635846,South Carolina,State
12/31/2011,4672655,South Carolina,State
12/31/2012,4719027,South Carolina,State
12/31/2013,4766469,South Carolina,State
12/31/2014,4826858,South Carolina,State
12/31/2015,4896006,South Carolina,State
12/31/2016,4963031,South Carolina,State
12/31/2017,5027102,South Carolina,State
12/31/2018,5091702,South Carolina,State
12/31/2019,5157702,South Carolina,State
12/31/2020,5131848,South Carolina,State
12/31/2021,5193266,South Carolina,State
12/31/2022,5282634,South Carolina,State
12/31/2000,755844,South Dakota,State
12/31/2001,757972,South Dakota,State
12/31/2002,760020,South Dakota,State
12/31/2003,763729,South Dakota,State
12/31/2004,770396,South Dakota,State
12/31/2005,775493,South Dakota,State
12/31/2006,783033,South Dakota,State
12/31/2007,791623,South Dakota,State
12/31/2008,799124,South Dakota,State
12/31/2009,807067,South Dakota,State
12/31/2010,816193,South Dakota,State
12/31/2011,823740,South Dakota,State
12/31/2012,833859,South Dakota,State
12/31/2013,842751,South Dakota,State
12/31/2014,849670,South Dakota,State
12/31/2015,854663,South Dakota,State
12/31/2016,863693,South Dakota,State
12/31/2017,873732,South Dakota,State
12/31/2018,879386,South Dakota,State
12/31/2019,887127,South Dakota,State
12/31/2020,887799,South Dakota,State
12/31/2021,896164,South Dakota,State
12/31/2022,909824,South Dakota,State
12/31/2000,5703719,Tennessee,State
12/31/2001,5750789,Tennessee,State
12/31/2002,5795918,Tennessee,State
12/31/2003,5847812,Tennessee,State
12/31/2004,5910809,Tennessee,State
12/31/2005,5991057,Tennessee,State
12/31/2006,6088766,Tennessee,State
12/31/2007,6175727,Tennessee,State
12/31/2008,6247411,Tennessee,State
12/31/2009,6306019,Tennessee,State
12/31/2010,6355518,Tennessee,State
12/31/2011,6400298,Tennessee,State
12/31/2012,6455752,Tennessee,State
12/31/2013,6496943,Tennessee,State
12/31/2014,6544617,Tennessee,State
12/31/2015,6595354,Tennessee,State
12/31/2016,6651277,Tennessee,State
12/31/2017,6714748,Tennessee,State
12/31/2018,6778180,Tennessee,State
12/31/2019,6830325,Tennessee,State
12/31/2020,6925619,Tennessee,State
12/31/2021,6968351,Tennessee,State
12/31/2022,7051339,Tennessee,State
12/31/2000,20944499,Texas,State
12/31/2001,21319622,Texas,State
12/31/2002,21690325,Texas,State
12/31/2003,22030931,Texas,State
12/31/2004,22394023,Texas,State
12/31/2005,22778123,Texas,State
12/31/2006,23359580,Texas,State
12/31/2007,23831983,Texas,State
12/31/2008,24309039,Texas,State
12/31/2009,24801761,Texas,State
12/31/2010,25241897,Texas,State
12/31/2011,25645504,Texas,State
12/31/2012,26084120,Texas,State
12/31/2013,26479646,Texas,State
12/31/2014,26963092,Texas,State
12/31/2015,27468531,Texas,State
12/31/2016,27914064,Texas,State
12/31/2017,28291024,Texas,State
12/31/2018,28624564,Texas,State
12/31/2019,28986794,Texas,State
12/31/2020,29232474,Texas,State
12/31/2021,29558864,Texas,State
12/31/2022,30029572,Texas,State
12/31/2000,2244502,Utah,State
12/31/2001,2283715,Utah,State
12/31/2002,2324815,Utah,State
12/31/2003,2360137,Utah,State
12/31/2004,2401580,Utah,State
12/31/2005,2457719,Utah,State
12/31/2006,2525507,Utah,State
12/31/2007,2597746,Utah,State
12/31/2008,2663029,Utah,State
12/31/2009,2723421,Utah,State
12/31/2010,2775413,Utah,State
12/31/2011,2814797,Utah,State
12/31/2012,2854146,Utah,State
12/31/2013,2898773,Utah,State
12/31/2014,2938327,Utah,State
12/31/2015,2983626,Utah,State
12/31/2016,3044241,Utah,State
12/31/2017,3103540,Utah,State
12/31/2018,3155153,Utah,State
12/31/2019,3203383,Utah,State
12/31/2020,3283785,Utah,State
12/31/2021,3339113,Utah,State
12/31/2022,3380800,Utah,State
12/31/2000,609618,Vermont,State
12/31/2001,612223,Vermont,State
12/31/2002,615442,Vermont,State
12/31/2003,617858,Vermont,State
12/31/2004,619920,Vermont,State
12/31/2005,621215,Vermont,State
12/31/2006,622892,Vermont,State
12/31/2007,623481,Vermont,State
12/31/2008,624151,Vermont,State
12/31/2009,624817,Vermont,State
12/31/2010,625886,Vermont,State
12/31/2011,627197,Vermont,State
12/31/2012,626361,Vermont,State
12/31/2013,626603,Vermont,State
12/31/2014,625693,Vermont,State
12/31/2015,625810,Vermont,State
12/31/2016,624366,Vermont,State
12/31/2017,625132,Vermont,State
12/31/2018,624802,Vermont,State
12/31/2019,624046,Vermont,State
12/31/2020,642893,Vermont,State
12/31/2021,646972,Vermont,State
12/31/2022,647064,Vermont,State
12/31/2000,7105817,Virginia,State
12/31/2001,7198362,Virginia,State
12/31/2002,7286873,Virginia,State
12/31/2003,7366977,Virginia,State
12/31/2004,7475575,Virginia,State
12/31/2005,7577105,Virginia,State
12/31/2006,7673725,Virginia,State
12/31/2007,7751000,Virginia,State
12/31/2008,7833496,Virginia,State
12/31/2009,7925937,Virginia,State
12/31/2010,8024004,Virginia,State
12/31/2011,8102437,Virginia,State
12/31/2012,8187456,Virginia,State
12/31/2013,8255861,Virginia,State
12/31/2014,8315430,Virginia,State
12/31/2015,8367303,Virginia,State
12/31/2016,8417651,Virginia,State
12/31/2017,8471011,Virginia,State
12/31/2018,8510920,Virginia,State
12/31/2019,8556642,Virginia,State
12/31/2020,8636471,Virginia,State
12/31/2021,8657365,Virginia,State
12/31/2022,8683619,Virginia,State
12/31/2000,5910512,Washington,State
12/31/2001,5985722,Washington,State
12/31/2002,6052349,Washington,State
12/31/2003,6104115,Washington,State
12/31/2004,6178645,Washington,State
12/31/2005,6257305,Washington,State
12/31/2006,6370753,Washington,State
12/31/2007,6461587,Washington,State
12/31/2008,6562231,Washington,State
12/31/2009,6667426,Washington,State
12/31/2010,6743009,Washington,State
12/31/2011,6827479,Washington,State
12/31/2012,6898599,Washington,State
12/31/2013,6966252,Washington,State
12/31/2014,7057531,Washington,State
12/31/2015,7167287,Washington,State
12/31/2016,7299961,Washington,State
12/31/2017,7427951,Washington,State
12/31/2018,7526793,Washington,State
12/31/2019,7614024,Washington,State
12/31/2020,7724031,Washington,State
12/31/2021,7740745,Washington,State
12/31/2022,7785786,Washington,State
12/31/2000,1807021,West Virginia,State
12/31/2001,1801481,West Virginia,State
12/31/2002,1805414,West Virginia,State
12/31/2003,1812295,West Virginia,State
12/31/2004,1816438,West Virginia,State
12/31/2005,1820492,West Virginia,State
12/31/2006,1827912,West Virginia,State
12/31/2007,1834052,West Virginia,State
12/31/2008,1840310,West Virginia,State
12/31/2009,1847775,West Virginia,State
12/31/2010,1854265,West Virginia,State
12/31/2011,1856606,West Virginia,State
12/31/2012,1857446,West Virginia,State
12/31/2013,1854768,West Virginia,State
12/31/2014,1850569,West Virginia,State
12/31/2015,1843332,West Virginia,State
12/31/2016,1832435,West Virginia,State
12/31/2017,1818683,West Virginia,State
12/31/2018,1805953,West Virginia,State
12/31/2019,1795263,West Virginia,State
12/31/2020,1791420,West Virginia,State
12/31/2021,1785526,West Virginia,State
12/31/2022,1775156,West Virginia,State
12/31/2000,5373999,Wisconsin,State
12/31/2001,5406835,Wisconsin,State
12/31/2002,5445162,Wisconsin,State
12/31/2003,5479203,Wisconsin,State
12/31/2004,5514026,Wisconsin,State
12/31/2005,5546166,Wisconsin,State
12/31/2006,5577655,Wisconsin,State
12/31/2007,5610775,Wisconsin,State
12/31/2008,5640996,Wisconsin,State
12/31/2009,5669264,Wisconsin,State
12/31/2010,5690538,Wisconsin,State
12/31/2011,5705840,Wisconsin,State
12/31/2012,5720825,Wisconsin,State
12/31/2013,5738012,Wisconsin,State
12/31/2014,5753199,Wisconsin,State
12/31/2015,5762927,Wisconsin,State
12/31/2016,5775170,Wisconsin,State
12/31/2017,5793147,Wisconsin,State
12/31/2018,5809319,Wisconsin,State
12/31/2019,5824581,Wisconsin,State
12/31/2020,5896271,Wisconsin,State
12/31/2021,5880101,Wisconsin,State
12/31/2022,5892539,Wisconsin,State
12/31/2000,494300,Wyoming,State
12/31/2001,494657,Wyoming,State
12/31/2002,500017,Wyoming,State
12/31/2003,503453,Wyoming,State
12/31/2004,509106,Wyoming,State
12/31/2005,514157,Wyoming,State
12/31/2006,522667,Wyoming,State
12/31/2007,534876,Wyoming,State
12/31/2008,546043,Wyoming,State
12/31/2009,559851,Wyoming,State
12/31/2010,564531,Wyoming,State
12/31/2011,567491,Wyoming,State
12/31/2012,576656,Wyoming,State
12/31/2013,582620,Wyoming,State
12/31/2014,583159,Wyoming,State
12/31/2015,586389,Wyoming,State
12/31/2016,585243,Wyoming,State
12/31/2017,579994,Wyoming,State
12/31/2018,579054,Wyoming,State
12/31/2019,580116,Wyoming,State
12/31/2020,577605,Wyoming,State
12/31/2021,579483,Wyoming,State
12/31/2022,581381,Wyoming,State
12/31/2000,39825,"Aberdeen, SD",MSA
12/31/2001,39602,"Aberdeen, SD",MSA
12/31/2002,39417,"Aberdeen, SD",MSA
12/31/2003,39419,"Aberdeen, SD",MSA
12/31/2004,39440,"Aberdeen, SD",MSA
12/31/2005,39569,"Aberdeen, SD",MSA
12/31/2006,39604,"Aberdeen, SD",MSA
12/31/2007,39847,"Aberdeen, SD",MSA
12/31/2008,39915,"Aberdeen, SD",MSA
12/31/2009,40219,"Aberdeen, SD",MSA
12/31/2010,40721,"Aberdeen, SD",MSA
12/31/2011,40974,"Aberdeen, SD",MSA
12/31/2012,41591,"Aberdeen, SD",MSA
12/31/2013,42175,"Aberdeen, SD",MSA
12/31/2014,42250,"Aberdeen, SD",MSA
12/31/2015,42432,"Aberdeen, SD",MSA
12/31/2016,42821,"Aberdeen, SD",MSA
12/31/2017,43247,"Aberdeen, SD",MSA
12/31/2018,42956,"Aberdeen, SD",MSA
12/31/2019,42740,"Aberdeen, SD",MSA
12/31/2020,42204,"Aberdeen, SD",MSA
12/31/2021,42118,"Aberdeen, SD",MSA
12/31/2022,42037,"Aberdeen, SD",MSA
12/31/2000,67075,"Aberdeen, WA",MSA
12/31/2001,67896,"Aberdeen, WA",MSA
12/31/2002,68264,"Aberdeen, WA",MSA
12/31/2003,69065,"Aberdeen, WA",MSA
12/31/2004,69775,"Aberdeen, WA",MSA
12/31/2005,70423,"Aberdeen, WA",MSA
12/31/2006,71256,"Aberdeen, WA",MSA
12/31/2007,71827,"Aberdeen, WA",MSA
12/31/2008,72027,"Aberdeen, WA",MSA
12/31/2009,72468,"Aberdeen, WA",MSA
12/31/2010,72849,"Aberdeen, WA",MSA
12/31/2011,72374,"Aberdeen, WA",MSA
12/31/2012,71785,"Aberdeen, WA",MSA
12/31/2013,71059,"Aberdeen, WA",MSA
12/31/2014,70796,"Aberdeen, WA",MSA
12/31/2015,71027,"Aberdeen, WA",MSA
12/31/2016,71555,"Aberdeen, WA",MSA
12/31/2017,72507,"Aberdeen, WA",MSA
12/31/2018,73787,"Aberdeen, WA",MSA
12/31/2019,75047,"Aberdeen, WA",MSA
12/31/2020,75855,"Aberdeen, WA",MSA
12/31/2021,76787,"Aberdeen, WA",MSA
12/31/2022,77038,"Aberdeen, WA",MSA
12/31/2000,160288,"Abilene, TX",MSA
12/31/2001,158917,"Abilene, TX",MSA
12/31/2002,159012,"Abilene, TX",MSA
12/31/2003,158810,"Abilene, TX",MSA
12/31/2004,160156,"Abilene, TX",MSA
12/31/2005,160761,"Abilene, TX",MSA
12/31/2006,161389,"Abilene, TX",MSA
12/31/2007,162023,"Abilene, TX",MSA
12/31/2008,162508,"Abilene, TX",MSA
12/31/2009,163888,"Abilene, TX",MSA
12/31/2010,165590,"Abilene, TX",MSA
12/31/2011,166651,"Abilene, TX",MSA
12/31/2012,167483,"Abilene, TX",MSA
12/31/2013,167515,"Abilene, TX",MSA
12/31/2014,168408,"Abilene, TX",MSA
12/31/2015,169770,"Abilene, TX",MSA
12/31/2016,170087,"Abilene, TX",MSA
12/31/2017,170411,"Abilene, TX",MSA
12/31/2018,171138,"Abilene, TX",MSA
12/31/2019,171949,"Abilene, TX",MSA
12/31/2020,176866,"Abilene, TX",MSA
12/31/2021,177829,"Abilene, TX",MSA
12/31/2022,179308,"Abilene, TX",MSA
12/31/2000,35148,"Ada, OK",MSA
12/31/2001,34866,"Ada, OK",MSA
12/31/2002,34929,"Ada, OK",MSA
12/31/2003,35048,"Ada, OK",MSA
12/31/2004,35097,"Ada, OK",MSA
12/31/2005,35267,"Ada, OK",MSA
12/31/2006,35525,"Ada, OK",MSA
12/31/2007,36157,"Ada, OK",MSA
12/31/2008,36687,"Ada, OK",MSA
12/31/2009,37283,"Ada, OK",MSA
12/31/2010,37594,"Ada, OK",MSA
12/31/2011,37751,"Ada, OK",MSA
12/31/2012,38064,"Ada, OK",MSA
12/31/2013,38162,"Ada, OK",MSA
12/31/2014,38292,"Ada, OK",MSA
12/31/2015,38343,"Ada, OK",MSA
12/31/2016,38499,"Ada, OK",MSA
12/31/2017,38348,"Ada, OK",MSA
12/31/2018,38328,"Ada, OK",MSA
12/31/2019,38352,"Ada, OK",MSA
12/31/2020,38087,"Ada, OK",MSA
12/31/2021,38195,"Ada, OK",MSA
12/31/2022,38141,"Ada, OK",MSA
12/31/2000,99069,"Adrian, MI",MSA
12/31/2001,99626,"Adrian, MI",MSA
12/31/2002,100293,"Adrian, MI",MSA
12/31/2003,100704,"Adrian, MI",MSA
