Date,Population,Area,Type
12/31/2003,26259,"Jackson, WY-ID",MSA
12/31/2004,26927,"Jackson, WY-ID",MSA
12/31/2005,27446,"Jackson, WY-ID",MSA
12/31/2006,28284,"Jackson, WY-ID",MSA
12/31/2007,29404,"Jackson, WY-ID",MSA
12/31/2008,30615,"Jackson, WY-ID",MSA
12/31/2009,31273,"Jackson, WY-ID",MSA
12/31/2010,31447,"Jackson, WY-ID",MSA
12/31/2011,31583,"Jackson, WY-ID",MSA
12/31/2012,31771,"Jackson, WY-ID",MSA
12/31/2013,32745,"Jackson, WY-ID",MSA
12/31/2014,33251,"Jackson, WY-ID",MSA
12/31/2015,33827,"Jackson, WY-ID",MSA
12/31/2016,34434,"Jackson, WY-ID",MSA
12/31/2017,34846,"Jackson, WY-ID",MSA
12/31/2018,34901,"Jackson, WY-ID",MSA
12/31/2019,35481,"Jackson, WY-ID",MSA
12/31/2020,35112,"Jackson, WY-ID",MSA
12/31/2021,35916,"Jackson, WY-ID",MSA
12/31/2022,35831,"Jackson, WY-ID",MSA
12/31/2000,1126282,"Jacksonville, FL",MSA
12/31/2001,1148091,"Jacksonville, FL",MSA
12/31/2002,1171363,"Jacksonville, FL",MSA
12/31/2003,1193042,"Jacksonville, FL",MSA
12/31/2004,1222866,"Jacksonville, FL",MSA
12/31/2005,1249072,"Jacksonville, FL",MSA
12/31/2006,1282311,"Jacksonville, FL",MSA
12/31/2007,1306788,"Jacksonville, FL",MSA
12/31/2008,1322728,"Jacksonville, FL",MSA
12/31/2009,1334972,"Jacksonville, FL",MSA
12/31/2010,1348967,"Jacksonville, FL",MSA
12/31/2011,1362204,"Jacksonville, FL",MSA
12/31/2012,1378027,"Jacksonville, FL",MSA
12/31/2013,1394024,"Jacksonville, FL",MSA
12/31/2014,1417222,"Jacksonville, FL",MSA
12/31/2015,1445619,"Jacksonville, FL",MSA
12/31/2016,1477702,"Jacksonville, FL",MSA
12/31/2017,1506894,"Jacksonville, FL",MSA
12/31/2018,1534682,"Jacksonville, FL",MSA
12/31/2019,1561806,"Jacksonville, FL",MSA
12/31/2020,1612764,"Jacksonville, FL",MSA
12/31/2021,1641026,"Jacksonville, FL",MSA
12/31/2022,1675668,"Jacksonville, FL",MSA
12/31/2000,42187,"Jacksonville, IL",MSA
12/31/2001,41944,"Jacksonville, IL",MSA
12/31/2002,41767,"Jacksonville, IL",MSA
12/31/2003,41748,"Jacksonville, IL",MSA
12/31/2004,41799,"Jacksonville, IL",MSA
12/31/2005,41558,"Jacksonville, IL",MSA
12/31/2006,41358,"Jacksonville, IL",MSA
12/31/2007,41324,"Jacksonville, IL",MSA
12/31/2008,41134,"Jacksonville, IL",MSA
12/31/2009,40975,"Jacksonville, IL",MSA
12/31/2010,40829,"Jacksonville, IL",MSA
12/31/2011,40714,"Jacksonville, IL",MSA
12/31/2012,40608,"Jacksonville, IL",MSA
12/31/2013,40221,"Jacksonville, IL",MSA
12/31/2014,39855,"Jacksonville, IL",MSA
12/31/2015,39805,"Jacksonville, IL",MSA
12/31/2016,39707,"Jacksonville, IL",MSA
12/31/2017,39258,"Jacksonville, IL",MSA
12/31/2018,39004,"Jacksonville, IL",MSA
12/31/2019,38653,"Jacksonville, IL",MSA
12/31/2020,37779,"Jacksonville, IL",MSA
12/31/2021,37454,"Jacksonville, IL",MSA
12/31/2022,36999,"Jacksonville, IL",MSA
12/31/2000,150678,"Jacksonville, NC",MSA
12/31/2001,151068,"Jacksonville, NC",MSA
12/31/2002,153397,"Jacksonville, NC",MSA
12/31/2003,150481,"Jacksonville, NC",MSA
12/31/2004,158837,"Jacksonville, NC",MSA
12/31/2005,157205,"Jacksonville, NC",MSA
12/31/2006,161185,"Jacksonville, NC",MSA
12/31/2007,163256,"Jacksonville, NC",MSA
12/31/2008,169059,"Jacksonville, NC",MSA
12/31/2009,173064,"Jacksonville, NC",MSA
12/31/2010,186918,"Jacksonville, NC",MSA
12/31/2011,185068,"Jacksonville, NC",MSA
12/31/2012,190813,"Jacksonville, NC",MSA
12/31/2013,192522,"Jacksonville, NC",MSA
12/31/2014,192061,"Jacksonville, NC",MSA
12/31/2015,193402,"Jacksonville, NC",MSA
12/31/2016,192745,"Jacksonville, NC",MSA
12/31/2017,195332,"Jacksonville, NC",MSA
12/31/2018,197069,"Jacksonville, NC",MSA
12/31/2019,202795,"Jacksonville, NC",MSA
12/31/2020,204937,"Jacksonville, NC",MSA
12/31/2021,204660,"Jacksonville, NC",MSA
12/31/2022,207298,"Jacksonville, NC",MSA
12/31/2000,46790,"Jacksonville, TX",MSA
12/31/2001,47007,"Jacksonville, TX",MSA
12/31/2002,47136,"Jacksonville, TX",MSA
12/31/2003,47832,"Jacksonville, TX",MSA
12/31/2004,48315,"Jacksonville, TX",MSA
12/31/2005,48751,"Jacksonville, TX",MSA
12/31/2006,49162,"Jacksonville, TX",MSA
12/31/2007,49669,"Jacksonville, TX",MSA
12/31/2008,49976,"Jacksonville, TX",MSA
12/31/2009,50447,"Jacksonville, TX",MSA
12/31/2010,50932,"Jacksonville, TX",MSA
12/31/2011,51082,"Jacksonville, TX",MSA
12/31/2012,51271,"Jacksonville, TX",MSA
12/31/2013,51089,"Jacksonville, TX",MSA
12/31/2014,51187,"Jacksonville, TX",MSA
12/31/2015,51567,"Jacksonville, TX",MSA
12/31/2016,51870,"Jacksonville, TX",MSA
12/31/2017,52099,"Jacksonville, TX",MSA
12/31/2018,52299,"Jacksonville, TX",MSA
12/31/2019,52561,"Jacksonville, TX",MSA
12/31/2020,50488,"Jacksonville, TX",MSA
12/31/2021,51163,"Jacksonville, TX",MSA
12/31/2022,51645,"Jacksonville, TX",MSA
12/31/2000,21887,"Jamestown, ND",MSA
12/31/2001,21664,"Jamestown, ND",MSA
12/31/2002,21525,"Jamestown, ND",MSA
12/31/2003,21345,"Jamestown, ND",MSA
12/31/2004,21175,"Jamestown, ND",MSA
12/31/2005,21132,"Jamestown, ND",MSA
12/31/2006,21115,"Jamestown, ND",MSA
12/31/2007,20876,"Jamestown, ND",MSA
12/31/2008,20812,"Jamestown, ND",MSA
12/31/2009,21009,"Jamestown, ND",MSA
12/31/2010,21138,"Jamestown, ND",MSA
12/31/2011,21027,"Jamestown, ND",MSA
12/31/2012,20992,"Jamestown, ND",MSA
12/31/2013,21105,"Jamestown, ND",MSA
12/31/2014,21154,"Jamestown, ND",MSA
12/31/2015,21090,"Jamestown, ND",MSA
12/31/2016,21124,"Jamestown, ND",MSA
12/31/2017,21179,"Jamestown, ND",MSA
12/31/2018,20897,"Jamestown, ND",MSA
12/31/2019,20695,"Jamestown, ND",MSA
12/31/2020,21556,"Jamestown, ND",MSA
12/31/2021,21591,"Jamestown, ND",MSA
12/31/2022,21487,"Jamestown, ND",MSA
12/31/2000,139593,"Jamestown-Dunkirk-Fredonia, NY",MSA
12/31/2001,138730,"Jamestown-Dunkirk-Fredonia, NY",MSA
12/31/2002,138346,"Jamestown-Dunkirk-Fredonia, NY",MSA
12/31/2003,137587,"Jamestown-Dunkirk-Fredonia, NY",MSA
12/31/2004,137174,"Jamestown-Dunkirk-Fredonia, NY",MSA
12/31/2005,136139,"Jamestown-Dunkirk-Fredonia, NY",MSA
12/31/2006,135640,"Jamestown-Dunkirk-Fredonia, NY",MSA
12/31/2007,135481,"Jamestown-Dunkirk-Fredonia, NY",MSA
12/31/2008,135229,"Jamestown-Dunkirk-Fredonia, NY",MSA
12/31/2009,135197,"Jamestown-Dunkirk-Fredonia, NY",MSA
12/31/2010,134726,"Jamestown-Dunkirk-Fredonia, NY",MSA
12/31/2011,134227,"Jamestown-Dunkirk-Fredonia, NY",MSA
12/31/2012,133333,"Jamestown-Dunkirk-Fredonia, NY",MSA
12/31/2013,132884,"Jamestown-Dunkirk-Fredonia, NY",MSA
12/31/2014,131792,"Jamestown-Dunkirk-Fredonia, NY",MSA
12/31/2015,130582,"Jamestown-Dunkirk-Fredonia, NY",MSA
12/31/2016,129310,"Jamestown-Dunkirk-Fredonia, NY",MSA
12/31/2017,128424,"Jamestown-Dunkirk-Fredonia, NY",MSA
12/31/2018,127516,"Jamestown-Dunkirk-Fredonia, NY",MSA
12/31/2019,126636,"Jamestown-Dunkirk-Fredonia, NY",MSA
12/31/2020,127578,"Jamestown-Dunkirk-Fredonia, NY",MSA
12/31/2021,126785,"Jamestown-Dunkirk-Fredonia, NY",MSA
12/31/2022,126027,"Jamestown-Dunkirk-Fredonia, NY",MSA
12/31/2000,152464,"Janesville-Beloit, WI",MSA
12/31/2001,153174,"Janesville-Beloit, WI",MSA
12/31/2002,153628,"Janesville-Beloit, WI",MSA
12/31/2003,154268,"Janesville-Beloit, WI",MSA
12/31/2004,155685,"Janesville-Beloit, WI",MSA
12/31/2005,156761,"Janesville-Beloit, WI",MSA
12/31/2006,158538,"Janesville-Beloit, WI",MSA
12/31/2007,159912,"Janesville-Beloit, WI",MSA
12/31/2008,160647,"Janesville-Beloit, WI",MSA
12/31/2009,160411,"Janesville-Beloit, WI",MSA
12/31/2010,160261,"Janesville-Beloit, WI",MSA
12/31/2011,159899,"Janesville-Beloit, WI",MSA
12/31/2012,160113,"Janesville-Beloit, WI",MSA
12/31/2013,160402,"Janesville-Beloit, WI",MSA
12/31/2014,160999,"Janesville-Beloit, WI",MSA
12/31/2015,161095,"Janesville-Beloit, WI",MSA
12/31/2016,161363,"Janesville-Beloit, WI",MSA
12/31/2017,162278,"Janesville-Beloit, WI",MSA
12/31/2018,162817,"Janesville-Beloit, WI",MSA
12/31/2019,163120,"Janesville-Beloit, WI",MSA
12/31/2020,163751,"Janesville-Beloit, WI",MSA
12/31/2021,164192,"Janesville-Beloit, WI",MSA
12/31/2022,164060,"Janesville-Beloit, WI",MSA
12/31/2000,70602,"Jasper, AL",MSA
12/31/2001,70364,"Jasper, AL",MSA
12/31/2002,69765,"Jasper, AL",MSA
12/31/2003,69105,"Jasper, AL",MSA
12/31/2004,68629,"Jasper, AL",MSA
12/31/2005,68500,"Jasper, AL",MSA
12/31/2006,68234,"Jasper, AL",MSA
12/31/2007,67695,"Jasper, AL",MSA
12/31/2008,67835,"Jasper, AL",MSA
12/31/2009,67347,"Jasper, AL",MSA
12/31/2010,66995,"Jasper, AL",MSA
12/31/2011,66586,"Jasper, AL",MSA
12/31/2012,66110,"Jasper, AL",MSA
12/31/2013,65790,"Jasper, AL",MSA
12/31/2014,65354,"Jasper, AL",MSA
12/31/2015,64950,"Jasper, AL",MSA
12/31/2016,64559,"Jasper, AL",MSA
12/31/2017,63929,"Jasper, AL",MSA
12/31/2018,63701,"Jasper, AL",MSA
12/31/2019,63680,"Jasper, AL",MSA
12/31/2020,65132,"Jasper, AL",MSA
12/31/2021,64629,"Jasper, AL",MSA
12/31/2022,64339,"Jasper, AL",MSA
12/31/2000,52718,"Jasper, IN",MSA
12/31/2001,53047,"Jasper, IN",MSA
12/31/2002,53228,"Jasper, IN",MSA
12/31/2003,53517,"Jasper, IN",MSA
12/31/2004,53997,"Jasper, IN",MSA
12/31/2005,54144,"Jasper, IN",MSA
12/31/2006,54605,"Jasper, IN",MSA
12/31/2007,54775,"Jasper, IN",MSA
12/31/2008,55002,"Jasper, IN",MSA
12/31/2009,54733,"Jasper, IN",MSA
12/31/2010,54621,"Jasper, IN",MSA
12/31/2011,54752,"Jasper, IN",MSA
12/31/2012,54698,"Jasper, IN",MSA
12/31/2013,54771,"Jasper, IN",MSA
12/31/2014,54791,"Jasper, IN",MSA
12/31/2015,54728,"Jasper, IN",MSA
12/31/2016,54834,"Jasper, IN",MSA
12/31/2017,54822,"Jasper, IN",MSA
12/31/2018,54952,"Jasper, IN",MSA
12/31/2019,54961,"Jasper, IN",MSA
12/31/2020,55890,"Jasper, IN",MSA
12/31/2021,55803,"Jasper, IN",MSA
12/31/2022,55800,"Jasper, IN",MSA
12/31/2000,140285,"Jefferson City, MO",MSA
12/31/2001,140991,"Jefferson City, MO",MSA
12/31/2002,142190,"Jefferson City, MO",MSA
12/31/2003,143171,"Jefferson City, MO",MSA
12/31/2004,142637,"Jefferson City, MO",MSA
12/31/2005,144450,"Jefferson City, MO",MSA
12/31/2006,145654,"Jefferson City, MO",MSA
12/31/2007,146455,"Jefferson City, MO",MSA
12/31/2008,147792,"Jefferson City, MO",MSA
12/31/2009,148880,"Jefferson City, MO",MSA
12/31/2010,149994,"Jefferson City, MO",MSA
12/31/2011,150421,"Jefferson City, MO",MSA
12/31/2012,150415,"Jefferson City, MO",MSA
12/31/2013,150705,"Jefferson City, MO",MSA
12/31/2014,150762,"Jefferson City, MO",MSA
12/31/2015,150978,"Jefferson City, MO",MSA
12/31/2016,151432,"Jefferson City, MO",MSA
12/31/2017,151391,"Jefferson City, MO",MSA
12/31/2018,151479,"Jefferson City, MO",MSA
12/31/2019,150973,"Jefferson City, MO",MSA
12/31/2020,149429,"Jefferson City, MO",MSA
12/31/2021,149991,"Jefferson City, MO",MSA
12/31/2022,150350,"Jefferson City, MO",MSA
12/31/2000,41845,"Jefferson, GA",MSA
12/31/2001,43367,"Jefferson, GA",MSA
12/31/2002,44940,"Jefferson, GA",MSA
12/31/2003,46230,"Jefferson, GA",MSA
12/31/2004,48288,"Jefferson, GA",MSA
12/31/2005,50607,"Jefferson, GA",MSA
12/31/2006,54037,"Jefferson, GA",MSA
12/31/2007,57521,"Jefferson, GA",MSA
12/31/2008,59420,"Jefferson, GA",MSA
12/31/2009,60052,"Jefferson, GA",MSA
12/31/2010,60706,"Jefferson, GA",MSA
12/31/2011,60985,"Jefferson, GA",MSA
12/31/2012,60860,"Jefferson, GA",MSA
12/31/2013,61286,"Jefferson, GA",MSA
12/31/2014,62125,"Jefferson, GA",MSA
12/31/2015,63439,"Jefferson, GA",MSA
12/31/2016,65091,"Jefferson, GA",MSA
12/31/2017,67681,"Jefferson, GA",MSA
12/31/2018,70347,"Jefferson, GA",MSA
12/31/2019,73015,"Jefferson, GA",MSA
12/31/2020,76717,"Jefferson, GA",MSA
12/31/2021,80317,"Jefferson, GA",MSA
12/31/2022,83936,"Jefferson, GA",MSA
12/31/2000,31506,"Jennings, LA",MSA
12/31/2001,31232,"Jennings, LA",MSA
12/31/2002,31113,"Jennings, LA",MSA
12/31/2003,31091,"Jennings, LA",MSA
12/31/2004,31076,"Jennings, LA",MSA
12/31/2005,31202,"Jennings, LA",MSA
12/31/2006,31489,"Jennings, LA",MSA
12/31/2007,31379,"Jennings, LA",MSA
12/31/2008,31497,"Jennings, LA",MSA
12/31/2009,31530,"Jennings, LA",MSA
12/31/2010,31629,"Jennings, LA",MSA
12/31/2011,31595,"Jennings, LA",MSA
12/31/2012,31452,"Jennings, LA",MSA
12/31/2013,31305,"Jennings, LA",MSA
12/31/2014,31462,"Jennings, LA",MSA
12/31/2015,31449,"Jennings, LA",MSA
12/31/2016,31399,"Jennings, LA",MSA
12/31/2017,31502,"Jennings, LA",MSA
12/31/2018,31574,"Jennings, LA",MSA
12/31/2019,31444,"Jennings, LA",MSA
12/31/2020,32210,"Jennings, LA",MSA
12/31/2021,32413,"Jennings, LA",MSA
12/31/2022,32026,"Jennings, LA",MSA
12/31/2000,26596,"Jesup, GA",MSA
12/31/2001,26888,"Jesup, GA",MSA
12/31/2002,27308,"Jesup, GA",MSA
12/31/2003,27860,"Jesup, GA",MSA
12/31/2004,28227,"Jesup, GA",MSA
12/31/2005,28522,"Jesup, GA",MSA
12/31/2006,28929,"Jesup, GA",MSA
12/31/2007,29421,"Jesup, GA",MSA
12/31/2008,30042,"Jesup, GA",MSA
12/31/2009,30016,"Jesup, GA",MSA
12/31/2010,30080,"Jesup, GA",MSA
12/31/2011,30301,"Jesup, GA",MSA
12/31/2012,30331,"Jesup, GA",MSA
12/31/2013,30009,"Jesup, GA",MSA
12/31/2014,29916,"Jesup, GA",MSA
12/31/2015,29460,"Jesup, GA",MSA
12/31/2016,30038,"Jesup, GA",MSA
12/31/2017,29843,"Jesup, GA",MSA
12/31/2018,29874,"Jesup, GA",MSA
12/31/2019,30017,"Jesup, GA",MSA
12/31/2020,30145,"Jesup, GA",MSA
12/31/2021,30246,"Jesup, GA",MSA
12/31/2022,30896,"Jesup, GA",MSA
12/31/2000,181944,"Johnson City, TN",MSA
12/31/2001,182187,"Johnson City, TN",MSA
12/31/2002,183973,"Johnson City, TN",MSA
12/31/2003,186040,"Johnson City, TN",MSA
12/31/2004,187317,"Johnson City, TN",MSA
12/31/2005,189182,"Johnson City, TN",MSA
12/31/2006,191943,"Johnson City, TN",MSA
12/31/2007,193819,"Johnson City, TN",MSA
12/31/2008,196242,"Johnson City, TN",MSA
12/31/2009,197698,"Johnson City, TN",MSA
12/31/2010,199019,"Johnson City, TN",MSA
12/31/2011,199600,"Johnson City, TN",MSA
12/31/2012,200525,"Johnson City, TN",MSA
12/31/2013,200541,"Johnson City, TN",MSA
12/31/2014,200112,"Johnson City, TN",MSA
12/31/2015,200453,"Johnson City, TN",MSA
12/31/2016,201656,"Johnson City, TN",MSA
12/31/2017,202228,"Johnson City, TN",MSA
12/31/2018,203329,"Johnson City, TN",MSA
12/31/2019,203980,"Johnson City, TN",MSA
12/31/2020,207458,"Johnson City, TN",MSA
12/31/2021,207252,"Johnson City, TN",MSA
12/31/2022,210256,"Johnson City, TN",MSA
12/31/2000,152107,"Johnstown, PA",MSA
12/31/2001,150902,"Johnstown, PA",MSA
12/31/2002,149831,"Johnstown, PA",MSA
12/31/2003,148836,"Johnstown, PA",MSA
12/31/2004,147886,"Johnstown, PA",MSA
12/31/2005,146975,"Johnstown, PA",MSA
12/31/2006,146093,"Johnstown, PA",MSA
12/31/2007,145283,"Johnstown, PA",MSA
12/31/2008,144646,"Johnstown, PA",MSA
12/31/2009,144186,"Johnstown, PA",MSA
12/31/2010,143458,"Johnstown, PA",MSA
12/31/2011,142590,"Johnstown, PA",MSA
12/31/2012,141563,"Johnstown, PA",MSA
12/31/2013,138858,"Johnstown, PA",MSA
12/31/2014,137587,"Johnstown, PA",MSA
12/31/2015,136083,"Johnstown, PA",MSA
12/31/2016,134517,"Johnstown, PA",MSA
12/31/2017,133035,"Johnstown, PA",MSA
12/31/2018,131478,"Johnstown, PA",MSA
12/31/2019,130107,"Johnstown, PA",MSA
12/31/2020,133199,"Johnstown, PA",MSA
12/31/2021,132281,"Johnstown, PA",MSA
12/31/2022,131441,"Johnstown, PA",MSA
12/31/2000,108136,"Jonesboro, AR",MSA
12/31/2001,108774,"Jonesboro, AR",MSA
12/31/2002,109191,"Jonesboro, AR",MSA
12/31/2003,110177,"Jonesboro, AR",MSA
12/31/2004,111370,"Jonesboro, AR",MSA
12/31/2005,112570,"Jonesboro, AR",MSA
12/31/2006,114629,"Jonesboro, AR",MSA
12/31/2007,116163,"Jonesboro, AR",MSA
12/31/2008,117915,"Jonesboro, AR",MSA
12/31/2009,120114,"Jonesboro, AR",MSA
12/31/2010,121261,"Jonesboro, AR",MSA
12/31/2011,122865,"Jonesboro, AR",MSA
12/31/2012,124312,"Jonesboro, AR",MSA
12/31/2013,125866,"Jonesboro, AR",MSA
12/31/2014,126858,"Jonesboro, AR",MSA
12/31/2015,128513,"Jonesboro, AR",MSA
12/31/2016,130032,"Jonesboro, AR",MSA
12/31/2017,131356,"Jonesboro, AR",MSA
12/31/2018,132951,"Jonesboro, AR",MSA
12/31/2019,134274,"Jonesboro, AR",MSA
12/31/2020,134555,"Jonesboro, AR",MSA
12/31/2021,134518,"Jonesboro, AR",MSA
12/31/2022,135512,"Jonesboro, AR",MSA
12/31/2000,157665,"Joplin, MO",MSA
12/31/2001,158567,"Joplin, MO",MSA
12/31/2002,160092,"Joplin, MO",MSA
12/31/2003,162037,"Joplin, MO",MSA
12/31/2004,163997,"Joplin, MO",MSA
12/31/2005,166160,"Joplin, MO",MSA
12/31/2006,168701,"Joplin, MO",MSA
12/31/2007,171224,"Joplin, MO",MSA
12/31/2008,172744,"Joplin, MO",MSA
12/31/2009,174394,"Joplin, MO",MSA
12/31/2010,175834,"Joplin, MO",MSA
12/31/2011,173877,"Joplin, MO",MSA
12/31/2012,174464,"Joplin, MO",MSA
12/31/2013,175210,"Joplin, MO",MSA
12/31/2014,175949,"Joplin, MO",MSA
12/31/2015,176788,"Joplin, MO",MSA
12/31/2016,177525,"Joplin, MO",MSA
12/31/2017,178319,"Joplin, MO",MSA
12/31/2018,178582,"Joplin, MO",MSA
12/31/2019,179557,"Joplin, MO",MSA
12/31/2020,181562,"Joplin, MO",MSA
12/31/2021,182762,"Joplin, MO",MSA
12/31/2022,184086,"Joplin, MO",MSA
12/31/2000,30668,"Juneau, AK",MSA
12/31/2001,30502,"Juneau, AK",MSA
12/31/2002,30712,"Juneau, AK",MSA
12/31/2003,30993,"Juneau, AK",MSA
12/31/2004,31103,"Juneau, AK",MSA
12/31/2005,31003,"Juneau, AK",MSA
12/31/2006,30808,"Juneau, AK",MSA
12/31/2007,30682,"Juneau, AK",MSA
12/31/2008,31110,"Juneau, AK",MSA
12/31/2009,30857,"Juneau, AK",MSA
12/31/2010,31387,"Juneau, AK",MSA
12/31/2011,32165,"Juneau, AK",MSA
12/31/2012,32391,"Juneau, AK",MSA
12/31/2013,32605,"Juneau, AK",MSA
12/31/2014,32501,"Juneau, AK",MSA
12/31/2015,32644,"Juneau, AK",MSA
12/31/2016,32456,"Juneau, AK",MSA
12/31/2017,32106,"Juneau, AK",MSA
12/31/2018,32044,"Juneau, AK",MSA
12/31/2019,32038,"Juneau, AK",MSA
12/31/2020,32202,"Juneau, AK",MSA
12/31/2021,31965,"Juneau, AK",MSA
12/31/2022,31685,"Juneau, AK",MSA
12/31/2000,128933,"Kahului-Wailuku-Lahaina, HI",MSA
12/31/2001,132290,"Kahului-Wailuku-Lahaina, HI",MSA
12/31/2002,134450,"Kahului-Wailuku-Lahaina, HI",MSA
12/31/2003,137469,"Kahului-Wailuku-Lahaina, HI",MSA
12/31/2004,140508,"Kahului-Wailuku-Lahaina, HI",MSA
12/31/2005,143334,"Kahului-Wailuku-Lahaina, HI",MSA
12/31/2006,145667,"Kahului-Wailuku-Lahaina, HI",MSA
12/31/2007,148012,"Kahului-Wailuku-Lahaina, HI",MSA
12/31/2008,151325,"Kahului-Wailuku-Lahaina, HI",MSA
12/31/2009,153300,"Kahului-Wailuku-Lahaina, HI",MSA
12/31/2010,155025,"Kahului-Wailuku-Lahaina, HI",MSA
12/31/2011,156967,"Kahului-Wailuku-Lahaina, HI",MSA
12/31/2012,158936,"Kahului-Wailuku-Lahaina, HI",MSA
12/31/2013,161065,"Kahului-Wailuku-Lahaina, HI",MSA
12/31/2014,163116,"Kahului-Wailuku-Lahaina, HI",MSA
12/31/2015,163993,"Kahului-Wailuku-Lahaina, HI",MSA
12/31/2016,165596,"Kahului-Wailuku-Lahaina, HI",MSA
12/31/2017,166465,"Kahului-Wailuku-Lahaina, HI",MSA
12/31/2018,167384,"Kahului-Wailuku-Lahaina, HI",MSA
12/31/2019,167682,"Kahului-Wailuku-Lahaina, HI",MSA
12/31/2020,164760,"Kahului-Wailuku-Lahaina, HI",MSA
12/31/2021,164817,"Kahului-Wailuku-Lahaina, HI",MSA
12/31/2022,164351,"Kahului-Wailuku-Lahaina, HI",MSA
12/31/2000,239008,"Kalamazoo-Portage, MI",MSA
12/31/2001,240080,"Kalamazoo-Portage, MI",MSA
12/31/2002,241937,"Kalamazoo-Portage, MI",MSA
12/31/2003,243834,"Kalamazoo-Portage, MI",MSA
12/31/2004,242505,"Kalamazoo-Portage, MI",MSA
12/31/2005,243259,"Kalamazoo-Portage, MI",MSA
12/31/2006,244178,"Kalamazoo-Portage, MI",MSA
12/31/2007,245431,"Kalamazoo-Portage, MI",MSA
12/31/2008,246862,"Kalamazoo-Portage, MI",MSA
12/31/2009,249023,"Kalamazoo-Portage, MI",MSA
12/31/2010,250754,"Kalamazoo-Portage, MI",MSA
12/31/2011,252634,"Kalamazoo-Portage, MI",MSA
12/31/2012,255413,"Kalamazoo-Portage, MI",MSA
12/31/2013,257399,"Kalamazoo-Portage, MI",MSA
12/31/2014,259063,"Kalamazoo-Portage, MI",MSA
12/31/2015,259816,"Kalamazoo-Portage, MI",MSA
12/31/2016,261584,"Kalamazoo-Portage, MI",MSA
12/31/2017,263387,"Kalamazoo-Portage, MI",MSA
12/31/2018,265120,"Kalamazoo-Portage, MI",MSA
12/31/2019,265531,"Kalamazoo-Portage, MI",MSA
12/31/2020,261767,"Kalamazoo-Portage, MI",MSA
12/31/2021,260688,"Kalamazoo-Portage, MI",MSA
12/31/2022,261173,"Kalamazoo-Portage, MI",MSA
12/31/2000,74774,"Kalispell, MT",MSA
12/31/2001,76171,"Kalispell, MT",MSA
12/31/2002,77583,"Kalispell, MT",MSA
12/31/2003,79643,"Kalispell, MT",MSA
12/31/2004,81247,"Kalispell, MT",MSA
12/31/2005,83320,"Kalispell, MT",MSA
12/31/2006,85759,"Kalispell, MT",MSA
12/31/2007,88245,"Kalispell, MT",MSA
12/31/2008,90260,"Kalispell, MT",MSA
12/31/2009,90910,"Kalispell, MT",MSA
12/31/2010,90863,"Kalispell, MT",MSA
12/31/2011,91282,"Kalispell, MT",MSA
12/31/2012,91630,"Kalispell, MT",MSA
12/31/2013,92988,"Kalispell, MT",MSA
12/31/2014,94642,"Kalispell, MT",MSA
12/31/2015,95940,"Kalispell, MT",MSA
12/31/2016,97901,"Kalispell, MT",MSA
12/31/2017,100272,"Kalispell, MT",MSA
12/31/2018,102100,"Kalispell, MT",MSA
12/31/2019,103880,"Kalispell, MT",MSA
12/31/2020,104862,"Kalispell, MT",MSA
12/31/2021,108725,"Kalispell, MT",MSA
12/31/2022,111814,"Kalispell, MT",MSA
12/31/2000,103842,"Kankakee, IL",MSA
12/31/2001,104490,"Kankakee, IL",MSA
12/31/2002,104932,"Kankakee, IL",MSA
12/31/2003,105794,"Kankakee, IL",MSA
12/31/2004,106744,"Kankakee, IL",MSA
12/31/2005,107917,"Kankakee, IL",MSA
12/31/2006,109735,"Kankakee, IL",MSA
12/31/2007,111499,"Kankakee, IL",MSA
12/31/2008,112658,"Kankakee, IL",MSA
12/31/2009,113107,"Kankakee, IL",MSA
12/31/2010,113420,"Kankakee, IL",MSA
12/31/2011,113532,"Kankakee, IL",MSA
12/31/2012,112995,"Kankakee, IL",MSA
12/31/2013,112764,"Kankakee, IL",MSA
12/31/2014,111916,"Kankakee, IL",MSA
12/31/2015,111786,"Kankakee, IL",MSA
12/31/2016,111066,"Kankakee, IL",MSA
12/31/2017,110530,"Kankakee, IL",MSA
12/31/2018,109863,"Kankakee, IL",MSA
12/31/2019,109569,"Kankakee, IL",MSA
12/31/2020,107250,"Kankakee, IL",MSA
12/31/2021,106652,"Kankakee, IL",MSA
12/31/2022,106074,"Kankakee, IL",MSA
12/31/2000,1817929,"Kansas City, MO-KS",MSA
12/31/2001,1837551,"Kansas City, MO-KS",MSA
12/31/2002,1858778,"Kansas City, MO-KS",MSA
12/31/2003,1875142,"Kansas City, MO-KS",MSA
12/31/2004,1892097,"Kansas City, MO-KS",MSA
12/31/2005,1909428,"Kansas City, MO-KS",MSA
12/31/2006,1931764,"Kansas City, MO-KS",MSA
12/31/2007,1954688,"Kansas City, MO-KS",MSA
12/31/2008,1973888,"Kansas City, MO-KS",MSA
12/31/2009,1994834,"Kansas City, MO-KS",MSA
12/31/2010,2013423,"Kansas City, MO-KS",MSA
12/31/2011,2025864,"Kansas City, MO-KS",MSA
12/31/2012,2039210,"Kansas City, MO-KS",MSA
12/31/2013,2054764,"Kansas City, MO-KS",MSA
12/31/2014,2070383,"Kansas City, MO-KS",MSA
12/31/2015,2087407,"Kansas City, MO-KS",MSA
12/31/2016,2108768,"Kansas City, MO-KS",MSA
12/31/2017,2129425,"Kansas City, MO-KS",MSA
